gene_id	gene_name	HD1	HD2	HD3	HND1	HND2	HND3
ENSG00000250161	TRMT112P5	169.71	0	197.545	12.872	0	122.512
ENSG00000250162	CSNK1A1P3	473.877	0	270.429	292.899	1	57.69
ENSG00000250164	ENSG00000250164	222.829	0	582.41	325.75	0	134.761
ENSG00000250166	C2CD5-AS1	177.105	0	89.551	122.245	3	52.752
ENSG00000250167	ENSG00000250167	154.401	74.36	292.411	316.485	42.731	387.324
ENSG00000250169	MTND5P13	295.113	0	457.022	234.416	0	576.369
ENSG00000250170	RASA2-IT1	277.312	1	161.87	330.003	1	11.444
ENSG00000250173	ENSG00000250173	475.285	0	235.458	197.463	0	91.559
ENSG00000250174	MYLK-AS2	97.521	0	447.139	433.908	0	470.757
ENSG00000250180	ENSG00000250180	163.934	0	169.339	62.983	0	105.121
ENSG00000250182	EEF1A1P13	98.773	48.888	234.777	184.225	41.91	144.525
ENSG00000250183	ENSG00000250183	103.82	0	24.815	86.725	0	426.968
ENSG00000250185	RCC2P8	89.488	0	193.813	146.507	0	39.587
ENSG00000250186	ENSG00000250186	64.889	1	212.24	219.551	0	89.027
ENSG00000250189	ENSG00000250189	18.151	1	206.381	245.221	3	140.708
ENSG00000250190	LINC02364	267.146	0	61.28	65.55	1	530.845
ENSG00000250191	ENSG00000250191	163.58	0	505.144	88.54	0	35.564
ENSG00000250192	ENSG00000250192	242.882	0	819.596	71.366	0	254.241
ENSG00000250193	ENSG00000250193	633.549	0	204.367	92.244	0	123.884
ENSG00000250194	ENSG00000250194	37.546	0	65.799	476.676	0	403.769
ENSG00000250195	ENSG00000250195	169.869	1	579.276	54.01	0	54.267
ENSG00000250197	HMGN1P15	337.122	0	267.972	367.763	0	112.325
ENSG00000250198	LINC02199	198.977	0	288.715	593.273	0	158.532
ENSG00000250200	ENSG00000250200	110.06	0	54.695	248.447	0	290.488
ENSG00000250202	ENSG00000250202	67.484	0	157.014	298.899	0	280.006
ENSG00000250204	TTTY23B	564.791	0	113.429	153.915	0	435.325
ENSG00000250205	YWHAEP4	318.63	0	54.897	274.84	0	247.575
ENSG00000250207	ENSG00000250207	189.671	0	210.672	646.541	0	714.417
ENSG00000250208	FZD10-AS1	474.71	27	81.228	159.77	151	158.991
ENSG00000250210	ENSG00000250210	139.719	0	156.061	155.519	0	152.937
ENSG00000250213	ENSG00000250213	203.963	0	270.007	99.519	0	386.669
ENSG00000250214	ENSG00000250214	208.568	0	230.759	52.845	0	379.71
ENSG00000250215	CIR1P2	134.495	2	424.014	126.068	2	1144.849
ENSG00000250218	ALDH1L1-AS1	322.661	0	90.395	177.862	0	19.94
ENSG00000250219	LTV1P1	151.104	0	316.713	136.062	0	258.204
ENSG00000250220	ANKRD17-DT	503.948	0	458.989	187.049	1	718.229
ENSG00000250221	KRT8P32	139.809	0	58.529	106.574	0	138.289
ENSG00000250222	TRIM7-AS2	384.216	3	105.264	399.108	5	29.715
ENSG00000250223	LINC01216	376.455	0	1029.08	296.05	0	326.293
ENSG00000250227	TRIM60P14	24.791	1.098	299.918	372.28	0	135.414
ENSG00000250229	ENSG00000250229	64.224	0	68.548	130.24	0	861.408
ENSG00000250230	ENSG00000250230	215.201	2	131.383	258.223	1	185.359
ENSG00000250231	USP17L16P	61.104	0	76.297	325.402	0	432.569
ENSG00000250234	ENSG00000250234	121.434	0	59.66	344.653	1	114.71
ENSG00000250237	ENSG00000250237	227.849	0	106.823	214.753	0	57.295
ENSG00000250238	WEE1P1	241.178	0	30.927	160.938	0	339.927
ENSG00000250240	ENSG00000250240	154.891	1	176.061	38.385	3	378.49
ENSG00000250241	PCDH10-DT	153.212	2	89.881	245.352	0	300.998
ENSG00000250242	ENSG00000250242	53.819	13	121.889	110.542	15	304.042
ENSG00000250243	ENSG00000250243	99.724	0	111.153	106.865	0	304.616
ENSG00000250244	ENSG00000250244	203.3	0	294.779	199.077	0	208.58
ENSG00000250247	SEPHS2P1	119.49	0	360.179	60.359	0	122.402
ENSG00000250249	ENSG00000250249	118.304	0	1297.366	316.346	0	390.922
ENSG00000250250	CTD-2350J17.1	355.205	0	91.357	270.017	0	231.449
ENSG00000250251	PKD1P6	205.047	398.437	432.915	228.491	390.886	176.017
ENSG00000250252	LINC02430	185.153	0	28.81	144.468	0	478.654
ENSG00000250253	ENSG00000250253	217.139	0	205.766	159.84	0	117.46
ENSG00000250254	PTTG2	373.909	0	890.305	101.052	0	790.676
ENSG00000250256	ENSG00000250256	31.799	0	257.544	33.258	0	119.994
ENSG00000250257	LDHAL6DP	554.542	0	176.727	145.315	1	286.221
ENSG00000250258	ENSG00000250258	76.851	0	311.806	171.694	0	333.546
ENSG00000250259	ENSG00000250259	366.957	0	9.407	586.787	0	254.731
ENSG00000250260	ENSG00000250260	103.64	0	312.375	142.063	0	140.686
ENSG00000250261	CCDC74BP1	143.097	0	29.879	220.872	1	242.415
ENSG00000250263	LINC02509	49	0	362.42	130.851	0	154.162
ENSG00000250264	ENSG00000250264	209.959	212.704	206.304	338.262	251.125	306.073
ENSG00000250266	LINC01612	256.707	6	212.145	244.073	2	159.067
ENSG00000250267	ENSG00000250267	303.981	0	74.743	58.254	0	233.217
ENSG00000250268	ALG1L14P	272.799	0	27.562	43.629	0	671.591
ENSG00000250271	ENSG00000250271	181.97	0	66.218	377.84	0	217.871
ENSG00000250272	TRMT112P1	30.108	0	614.118	168.369	0	131.269
ENSG00000250273	PSMC1P5	195.399	0	193.453	168.438	0	60.904
ENSG00000250274	ENSG00000250274	346.866	0	162.635	366.885	0	354.626
ENSG00000250277	SPOPLP2	26.856	0	211.12	90.882	0	131.171
ENSG00000250280	ENSG00000250280	246.517	13	331.285	65.946	10	61.594
ENSG00000250282	ENSG00000250282	68.343	0	223.925	85.154	0	172.072
ENSG00000250284	CTB-1I21.1	463.065	0	422.742	51.798	0	370.19
ENSG00000250286	ENSG00000250286	106.568	0	345.87	93.171	1	555.996
ENSG00000250289	VWA8P1	43.041	0	68.115	247.398	0	289.549
ENSG00000250290	NCAPGP1	67.666	0	394.431	181.397	0	480.362
ENSG00000250292	ENSG00000250292	2.111	0	265.515	97.666	1	231.953
ENSG00000250293	CRYZP2	157.674	0	35.427	261.62	0	88.672
ENSG00000250295	RDH10-AS1	4.333	0	38.795	275.322	0	108.035
ENSG00000250298	GIMD1	635.828	0	305.516	52.564	0	60.733
ENSG00000250299	MRPS31P4	68.803	6.414	141.128	116.92	8.788	225.046
ENSG00000250300	ENSG00000250300	21.465	0	34.213	412.184	0	525.898
ENSG00000250302	LINC01618	482.83	26	383.395	72.209	8	13.677
ENSG00000250303	LINC02762	107.074	319	69.876	260.929	223	142.79
ENSG00000250304	ZBED1P1	70.98	0	150.468	506.206	0	117.117
ENSG00000250305	TRMT9B	515.274	73	14.02	407.886	79.999	115.071
ENSG00000250306	ENSG00000250306	267.38	0	340.899	199.717	0	1009.367
ENSG00000250307	TUBB8P3	580.483	0	35.639	421.45	0	223.717
ENSG00000250308	SALL4P1	368.832	0	40.844	188.663	0	181.961
ENSG00000250309	MYOZ3-AS1	339.942	0	183.689	144.61	0	240.93
ENSG00000250310	ENSG00000250310	31.983	0	540.914	478.969	0	83.284
ENSG00000250312	ZNF718	159.279	247.999	230.667	58.261	192	75.927
ENSG00000250313	LINC02229	178.564	0	472.155	532.115	0	665.623
ENSG00000250315	ENSG00000250315	178.94	0	37.833	226.329	0	178.144
ENSG00000250316	ENSG00000250316	42.895	0	385.909	29.562	0	32.397
ENSG00000250317	SMIM20	552.867	290	248.213	660.738	229	122.608
ENSG00000250318	RPL13AP26	509.47	6	271.145	236.851	5	82.811
ENSG00000250319	ENSG00000250319	117.935	0	273.192	208.565	0	348.555
ENSG00000250320	EDIL3-DT	227.798	187.001	170.203	329.991	96	7.696
ENSG00000250321	ENSG00000250321	33.178	0	1072.298	75.71	1.942	342.173
ENSG00000250322	ENSG00000250322	140.221	0	32.57	440.462	0	324.888
ENSG00000250324	MRPL22P1	220.2	0	56.375	122.488	0	218.564
ENSG00000250325	IGBP1P4	148.155	0	70.289	114.406	0	41.289
ENSG00000250326	USP38-DT	65.343	26	58.704	48.087	14	118.594
ENSG00000250327	RPSAP70	242.53	1.71	618.131	53.578	0	126.876
ENSG00000250328	MGC32805	390.053	3	369.888	397.702	1	146.826
ENSG00000250329	POGLUT2P1	280.36	0	467.536	97.99	5	221.621
ENSG00000250330	ENSG00000250330	193.983	0	177.827	19.091	0	373.42
ENSG00000250331	LINC01340	143.488	1	116.948	51.429	4	200.672
ENSG00000250332	PTPN11P4	78.685	1	287.212	119.13	0	147.078
ENSG00000250333	ENSG00000250333	141.773	0	137.227	100.597	0	57.707
ENSG00000250334	LINC00989	197.356	0	62.21	13.937	2	109.377
ENSG00000250337	PURPL	250.138	70	260.44	199.847	91	337.698
ENSG00000250338	ENSG00000250338	40.925	0	567.202	389.71	0	369.473
ENSG00000250339	CXCL1P1	69.759	0	56.539	313.522	0	431
ENSG00000250340	LINC02494	21.256	0	210.844	136.44	0	39.846
ENSG00000250341	LINC02510	11.422	0	526.132	38.217	0	91.605
ENSG00000250342	SNRPCP16	220.795	0	171.084	226.586	0	253.82
ENSG00000250343	STK32A-AS1	335.388	2	126.558	131.214	5	529.153
ENSG00000250344	NDNF-AS1	33.35	0	533.685	319.755	0	106.041
ENSG00000250345	ENSG00000250345	153.558	0	65.807	79.789	0	683.081
ENSG00000250346	EEF1GP2	140.149	0	214.624	282.604	0	98.047
ENSG00000250347	ENSG00000250347	310.804	0	81.725	692.16	0	100.361
ENSG00000250348	ENSG00000250348	243.984	0	226.517	121.859	0	21.088
ENSG00000250349	ENSG00000250349	353.888	4.192	599.56	371.749	0	36.838
ENSG00000250350	ENSG00000250350	831.254	0	185.375	66.931	1	93.338
ENSG00000250351	H3P20	32.598	0	186.014	501.439	0	487.421
ENSG00000250354	ENSG00000250354	87.769	0	70.516	226.278	0	301.445
ENSG00000250356	HSPE1P23	264.452	0	271.599	684.322	0	310.259
ENSG00000250357	ENSG00000250357	197.555	0	235.73	319.256	0	24.925
ENSG00000250358	LINC02200	289.953	0	260.163	47.882	0	152.171
ENSG00000250359	PTP4A1P4	336.455	0	416.249	105.658	0	501.43
ENSG00000250360	ENSG00000250360	122.541	0	155.627	63.649	0	453.493
ENSG00000250361	GYPB	117.373	0	88.566	128.131	0	154.845
ENSG00000250362	ENSG00000250362	120.453	0	65.905	114.16	0	101.057
ENSG00000250363	KRT18P21	233.271	1	0.498	267.689	0	251.528
ENSG00000250365	HEATR5A-DT	205.93	1	444.588	429.447	0	124.044
ENSG00000250366	TUNAR	213.868	0	188.716	69.654	1	78.39
ENSG00000250371	ENSG00000250371	186.655	5	79.403	215.862	6	1.4
ENSG00000250372	MARK2P4	110.327	0	86.263	322.991	0	159.391
ENSG00000250374	TRIM75	166.687	0	388.369	84.69	0	294.248
ENSG00000250375	ENSG00000250375	984.904	0	193.786	142.135	0	114.05
ENSG00000250376	ENSG00000250376	657.463	0	86.456	185.453	0	51.945
ENSG00000250377	GSCAR	181.225	0	674.629	549.517	0	269.903
ENSG00000250378	ENSG00000250378	919.757	42	257.59	170.876	10	261.076
ENSG00000250379	ENSG00000250379	13.137	0	335.693	132.139	0	294.774
ENSG00000250381	UNC93B4	550.374	0	187.51	208.83	0	143.887
ENSG00000250383	ENSG00000250383	277.428	0	338.554	88.353	0	182.854
ENSG00000250384	UBE2CP3	274.835	0	39.901	49.721	0	221.056
ENSG00000250385	ENSG00000250385	955.187	0	227.958	340.663	0	19.914
ENSG00000250386	H3P21	196.586	0	94.435	49.058	0	490.389
ENSG00000250387	LINC02197	65.577	4	174.27	424.775	1	138.881
ENSG00000250389	MTND6P2	224.771	0	143.14	118.609	0	263.915
ENSG00000250390	ENSG00000250390	13.429	0	53.61	356.305	0	136.302
ENSG00000250391	CRLF3P2	94.408	0	100.813	156.323	0	108.556
ENSG00000250392	LINC02502	351.468	0	153.772	49.386	0	11.115
ENSG00000250393	ENSG00000250393	349.28	0	272.778	93.302	0	26.846
ENSG00000250397	ENSG00000250397	76.238	1	701.77	16.124	1	68.824
ENSG00000250398	ENSG00000250398	65.935	0	168.836	105.511	0	29.111
ENSG00000250402	ENSG00000250402	66.951	0	183.603	330.75	0	153.423
ENSG00000250403	RPL7L1P14	245.131	0	396.573	125.254	1	28.52
ENSG00000250405	ENSG00000250405	438.784	0	480.564	104.27	0	577.033
ENSG00000250406	ENSG00000250406	529.088	0	388.355	304.849	0	28.443
ENSG00000250407	ENSG00000250407	247.03	0	486.334	331.987	0	47.502
ENSG00000250409	ENSG00000250409	371.28	0	235.56	138.348	0	317.929
ENSG00000250410	LRP2BP-AS1	1049.218	2	60.577	636.233	0	151.366
ENSG00000250412	KLHL2P1	318.083	21.18	473.499	175.279	9.713	155.173
ENSG00000250413	SLC2A9-AS1	243.015	4	36.634	299.263	6	191.022
ENSG00000250415	ENSG00000250415	150.324	1	113.47	207.66	0	251.697
ENSG00000250416	SEC63P2	246.775	0	113.878	109.416	0	160.732
ENSG00000250417	LINC02116	51.834	0	434.304	170.763	0	121.031
ENSG00000250418	ENSG00000250418	211.437	0	109.842	173.53	0	534.688
ENSG00000250420	AACSP1	224.182	0	96.318	293.357	0	708.555
ENSG00000250421	ENSG00000250421	623.978	0	129.677	198.505	1	52.364
ENSG00000250422	ENSG00000250422	233.512	0	94.804	89.633	0	124.765
ENSG00000250423	KIAA1210	226.125	5	366.174	137.921	12	65.674
ENSG00000250424	ENSG00000250424	573.248	0	11.35	365.393	2.844	49.613
ENSG00000250425	OR7E35P	86.736	0	117.727	105.739	0	362.025
ENSG00000250426	FTLP10	474.265	0	413.713	294.344	0	163.928
ENSG00000250427	LINC02148	280.762	0	83.188	253.892	0	361.522
ENSG00000250428	MRS2P1	205.023	0	53.484	353.96	1	316.33
ENSG00000250430	ENSG00000250430	149.539	0	389.368	643.54	0	478.031
ENSG00000250431	ENSG00000250431	57.935	0	274.485	221.98	0	548.301
ENSG00000250432	FAM242C	81.632	0	147.785	233.717	0	184.637
ENSG00000250433	CLSTN2-AS1	141.062	0	154	352.343	0	46.142
ENSG00000250436	LINC02499	43.913	0	73.525	202.47	1	491.608
ENSG00000250437	LINC02161	343.157	0	39.022	304.287	0	112.755
ENSG00000250438	ENSG00000250438	119.271	0	23.852	308.97	0	156.383
ENSG00000250441	ENSG00000250441	184.475	0	267.824	388.74	0	191.253
ENSG00000250442	EIF3KP3	122.267	0	113.135	93.193	0	67.023
ENSG00000250444	CCT5P1	138.796	0	64.738	150.588	1	365.26
ENSG00000250446	LINC01332	310.739	1	387.804	123.786	0	121.261
ENSG00000250447	LINC02105	174.979	0	217.694	314.771	0	24.767
ENSG00000250448	MARCHF11-DT	289.457	0	95.892	111.341	0	220.262
ENSG00000250451	HOXC-AS1	98.03	0	260.812	151.842	0	299.876
ENSG00000250453	ENSG00000250453	207.284	0	253.024	74.39	0	355.727
ENSG00000250455	ENSG00000250455	118.37	0	373.783	93.513	0	105.538
ENSG00000250456	LINC02260	78.817	9	112.305	174.105	0	197.059
ENSG00000250458	ENSG00000250458	61.274	0	171.502	555.279	0	636.083
ENSG00000250461	ENSG00000250461	163.737	13.089	66.926	180.352	11.89	121.025
ENSG00000250462	LRRC37BP1	329.636	0	200.948	714.667	0	116.896
ENSG00000250464	LRRC34P2	31.357	0	60.683	122.746	0	11.868
ENSG00000250467	PHOX2B-AS1	291.04	0	296.401	276.255	0	228.76
ENSG00000250470	ENSG00000250470	118.799	3	299.169	365.202	0	59.867
ENSG00000250471	GMPSP1	150.891	2	59.003	273.418	0	23.126
ENSG00000250472	TRIM36-IT1	195.685	12	192.196	229.604	9	221.564
ENSG00000250473	DUTP7	191.68	0	477.244	115.623	0	208.978
ENSG00000250474	WBP1LP2	219.837	4	136.651	170.292	8.882	595.034
ENSG00000250475	RPL6P11	100.451	0	59.206	75.649	1	33.378
ENSG00000250476	ENPP7P9	260.083	0	127.7	72.434	0	324.257
ENSG00000250479	CHCHD10	309.687	72	112.295	196.528	113	156.541
ENSG00000250480	RLIG1P1	268.792	0	286.683	139.287	0	173.357
ENSG00000250481	ENSG00000250481	24.052	0	288.179	43.557	0	96.327
ENSG00000250482	DUX4L51	190.696	0	463.186	136.268	0	65.678
ENSG00000250483	PPM1AP1	562.123	0	71.717	251.972	0	337.274
ENSG00000250484	PPIAP76	34.348	0	114.157	116.408	0	278.031
ENSG00000250485	EXOC7P1	222.73	1	12.737	140.029	0	107.653
ENSG00000250486	FAM218A	342.172	7	124.893	278.451	14	103.51
ENSG00000250488	LINC02233	253.062	0	477.371	84.175	0	188.729
ENSG00000250490	LINC02145	103.683	2	151.98	462.364	3	239.289
ENSG00000250492	INTS6P1	523.201	1.001	54.567	79.547	1.001	100.478
ENSG00000250493	ENSG00000250493	496.423	1	157.658	420.049	0	375.185
ENSG00000250494	ENSG00000250494	39.521	0	287.053	115.945	0	127.692
ENSG00000250496	ABT1P1	226.437	0	29.496	242.507	0	102.18
ENSG00000250497	ENSG00000250497	256.199	1	151.797	285.249	2	141.18
ENSG00000250500	ENSG00000250500	232.931	0	342.793	290.235	0	437.687
ENSG00000250501	ENSG00000250501	205.098	0	472.136	34.168	0	130.821
ENSG00000250503	ENSG00000250503	24.077	0	342.485	528.418	0	586.185
ENSG00000250504	KRT18P51	199.12	0	21.357	72.865	0	99.736
ENSG00000250505	ENSG00000250505	96.63	0	359.896	236.92	0	151.577
ENSG00000250506	CDK3	237.971	0	161.639	18.819	3.014	267.026
ENSG00000250507	ENSG00000250507	122.976	0	190.478	41.588	0	176.288
ENSG00000250508	LINC02701	10.225	4	329.676	9.509	12	477.688
ENSG00000250509	ENSG00000250509	128.918	0	367.2	287.85	0	41.525
ENSG00000250510	GPR162	266.945	10	91.885	286.985	12	356.715
ENSG00000250511	ENSG00000250511	283.939	6	163.172	13.047	15	62.339
ENSG00000250514	LINC02125	316.621	4	143.459	266.631	0	92.532
ENSG00000250515	ENSG00000250515	350.947	0	239.412	251.214	0	229.915
ENSG00000250516	ENSG00000250516	112.308	0	233.141	355.786	0	7.151
ENSG00000250517	LDHAL6CP	264.868	0	57.656	42.548	0	246.89
ENSG00000250519	ENSG00000250519	194.477	5	24.531	283.78	4	656.551
ENSG00000250522	ENSG00000250522	186.465	0	100.605	294.235	0	170.772
ENSG00000250523	ENSG00000250523	139.293	1	192.779	114.394	1	623.897
ENSG00000250524	ENSG00000250524	375.598	0	718.471	73.41	0	17.452
ENSG00000250526	CCT6P2	133.495	0	297.002	126.205	0	338.956
ENSG00000250529	LINC02121	172.617	0	325.159	260.32	0	254.237
ENSG00000250532	ENSG00000250532	59.348	0	11.027	279.905	0	517.162
ENSG00000250535	STK19B	47.781	0	409.325	230.454	0	76.004
ENSG00000250536	ABHD17AP3	281.018	1.011	148.057	348.288	1.007	83.529
ENSG00000250538	NPY2R-AS1	72.344	0	650.205	423.336	0	436.795
ENSG00000250539	KRT8P33	187.243	12.372	240.365	238.148	19	164.825
ENSG00000250540	ENSG00000250540	90.204	0	328.419	682.419	0	337.133
ENSG00000250541	ENSG00000250541	206.43	0	13.492	123.964	0	153.08
ENSG00000250543	ENSG00000250543	187.451	0	159.026	74.303	0	54.902
ENSG00000250544	LINC02059	46.56	0	186.476	25.117	0	832.661
ENSG00000250546	LINC02994	75.34	1	118.974	46.005	3	76.17
ENSG00000250547	ENSG00000250547	218.495	0	333.897	53.95	0	12.885
ENSG00000250548	LINC01303	334.69	0	163.355	216.196	0	242.586
ENSG00000250550	PPBPP1	124.399	0	248.826	160.461	0	220.341
ENSG00000250551	MIR583HG	295.329	3	126.867	771.826	0	289.216
ENSG00000250555	ENSG00000250555	391.92	0	303.92	227.276	0	164.861
ENSG00000250556	CCDC34P1	236.515	0	51.495	142.866	0	273.331
ENSG00000250560	ENSG00000250560	346.132	0	228.206	122.355	0	85.589
ENSG00000250561	OR7E59P	283.67	0	254.986	179.454	0	187.652
ENSG00000250562	RPL38P4	116.005	0	158.962	361.719	0	727.45
ENSG00000250563	KNOP1P5	121.32	0	175.326	120.994	0	137.146
ENSG00000250564	LINC02999	227.531	0	404.81	31.269	0	526.604
ENSG00000250565	ATP6V1E2	35.59	230	74.751	282.022	169.999	163.485
ENSG00000250566	UGT2B29P	20.893	0	277.67	82.249	0	165.139
ENSG00000250567	ENSG00000250567	26.653	0	270.223	74.492	0	158.202
ENSG00000250568	ENSG00000250568	17.084	3	308.411	95.581	2	95.022
ENSG00000250569	NTAN1P2	174.215	4	28.402	280.709	5	501.341
ENSG00000250571	GLI4	86.676	88.775	79.501	162.893	111.92	247.188
ENSG00000250572	ENSG00000250572	337.064	0	166.942	259.179	0	343.351
ENSG00000250573	ENSG00000250573	286.461	0	138.425	250.985	0	350.6
ENSG00000250574	ENSG00000250574	142.709	0	403.192	262.145	0	44.67
ENSG00000250575	ENSG00000250575	184.788	18.655	52.594	238.899	21.5	106.386
ENSG00000250576	ENSG00000250576	112.592	0	15.698	82.829	0	643.996
ENSG00000250577	ENSG00000250577	361.412	0	185.769	81.702	0	118.631
ENSG00000250579	ADAMTS16-DT	462.2	1	31.199	222.9	0	210.967
ENSG00000250580	SNRPCP8	185.159	0	447.822	317.64	0	129.792
ENSG00000250582	SMAD1-AS2	635.612	0	389.37	109.673	0	68.042
ENSG00000250583	ENSG00000250583	236.131	0	742.991	96.35	0	220.135
ENSG00000250584	LINC01511	215.394	0	172.434	143.753	0	917.044
ENSG00000250585	LINC00604	803.646	0	127.757	195.852	0	218.104
ENSG00000250587	HPRT1P2	219.067	0	149.536	161.997	0	33.416
ENSG00000250590	LINC02492	93.99	0	58.892	250.234	0	122.166
ENSG00000250591	PRSS3P1	1376.797	0	9.838	304.801	0	193.273
ENSG00000250592	ENSG00000250592	137.342	0	77.894	59.216	0	470.956
ENSG00000250594	RNF14P2	169.828	0	56.191	72.918	0	649.65
ENSG00000250596	ENSG00000250596	7.433	0	69.814	154.992	0	29.223
ENSG00000250597	ENSG00000250597	276.015	0	122.501	185.01	0	166.348
ENSG00000250600	ROPN1L-AS1	261.591	2	43.454	146.392	0	47.298
ENSG00000250602	ENSG00000250602	104.55	2	130.965	66.066	1	64.036
ENSG00000250603	ENSG00000250603	371.175	2	89.927	124.176	0	303.896
ENSG00000250604	ENSG00000250604	446.355	0	99.781	431.402	0	520.767
ENSG00000250608	NUDT16-DT	125.275	19	117.742	72.714	29	659.149
ENSG00000250609	WDR77P1	130.004	0	369.869	453.98	0	163.14
ENSG00000250611	ENSG00000250611	100.318	0	247.068	207.827	0	155.018
ENSG00000250612	ENSG00000250612	274.281	0	9.414	381.467	0	74.838
ENSG00000250613	ENSG00000250613	34.39	0	186.842	164.629	0	1544.345
ENSG00000250614	ENSG00000250614	203.463	0	87.841	800.874	0	325.823
ENSG00000250615	ENSG00000250615	596.331	0	204.391	107.326	0	85.53
ENSG00000250616	YPEL3-DT	53.131	60	118.034	54.168	34	339.396
ENSG00000250618	ENSG00000250618	145.035	0	306.933	386.782	0	43.623
ENSG00000250619	ENSG00000250619	141.228	0	86.523	442.599	0	119.939
ENSG00000250620	LINC02515	98.472	0	99.386	146.103	0	485.586
ENSG00000250622	ENSG00000250622	11.058	0	219.207	539.89	0	39.325
ENSG00000250623	ENSG00000250623	592.371	0	6.74	206.877	0	598.222
ENSG00000250624	MTCYBP43	444.406	0	509.681	112.406	0	251.503
ENSG00000250625	ENSG00000250625	155.866	0	306.77	224.681	0	163.564
ENSG00000250626	ENSG00000250626	161.138	0	706.515	193.86	0	422.443
ENSG00000250627	TTC39CP1	234.593	0	103.558	26.952	0	179.526
ENSG00000250629	ENSG00000250629	327.964	0	159.442	322.355	0	232.053
ENSG00000250630	MTCO1P35	60.649	0	97.642	240.236	0	64.89
ENSG00000250632	LINC02171	359.512	0	265.293	258.946	0	449.864
ENSG00000250634	LINC01182	250.598	120	188.599	78.842	49	295.136
ENSG00000250635	CXXC5-AS1	179.484	0	318.291	212.3	0	280.907
ENSG00000250636	ENSG00000250636	78.466	0	122.564	213.169	0	436.517
ENSG00000250637	ENSG00000250637	21.798	0	189.976	83.689	0	207.653
ENSG00000250640	OR7E41P	268.037	0	583.216	174.555	0	687.376
ENSG00000250641	LY6G6F-LY6G6D	19.541	0	106.643	161.007	0	199.803
ENSG00000250642	ENSG00000250642	64.437	0	191.436	352.787	0	134.055
ENSG00000250643	ENSG00000250643	485.54	0	336.364	277.453	0	192.166
ENSG00000250644	ENSG00000250644	62.066	1168.558	64.504	341.934	1635.279	52.309
ENSG00000250645	ENSG00000250645	305.613	1	70.891	109.519	0	395.645
ENSG00000250646	ENSG00000250646	108.776	0	74.06	97.603	0	156.849
ENSG00000250650	ENSG00000250650	160.291	0	293.457	122.75	0	381.212
ENSG00000250651	PABPC1P7	90.014	1.657	319.936	75.27	1	68.832
ENSG00000250654	ENSG00000250654	62.236	0	100.688	57.866	0	86.784
ENSG00000250655	ENSG00000250655	356.78	0	83.011	41.119	0	61.15
ENSG00000250656	ST3GAL1P1	208.193	0	158.485	76.787	0	382.52
ENSG00000250657	ENSG00000250657	336.198	0	64.876	86.157	0	185.212
ENSG00000250658	ENSG00000250658	40.227	0	161.234	214.705	2	342.305
ENSG00000250659	ENSG00000250659	92.563	0	156.584	26.537	0	289.125
ENSG00000250662	HNRNPKP5	214.376	0	29.101	193.009	0	241.599
ENSG00000250665	ENSG00000250665	408.553	0	174.182	361.461	0	162.056
ENSG00000250666	LINC01596	145.789	0	33.602	81.803	0	205.78
ENSG00000250667	ENSG00000250667	38.662	0	493.236	314.898	0	117.556
ENSG00000250668	LINC02123	22.359	0	12.175	459.803	0	169.575
ENSG00000250669	ENSG00000250669	171.06	0	288.443	131.034	0	244.195
ENSG00000250670	ENSG00000250670	79.489	0	483.433	57.31	0	32.958
ENSG00000250672	ENSG00000250672	105.415	0	76.274	251.693	0	107.039
ENSG00000250673	REELD1	50.379	23	44.452	298.018	14	260.202
ENSG00000250674	ENSG00000250674	480.512	0	177.362	286.434	0	121.529
ENSG00000250677	ENSG00000250677	241.208	0	165.266	200.757	0	230.237
ENSG00000250678	ENSG00000250678	52.382	0	159.232	232.818	0	340.64
ENSG00000250681	ENSG00000250681	101.335	0	183.589	367.633	0	333.71
ENSG00000250682	LINC00491	413.54	40	1150.533	372.465	6	9.057
ENSG00000250684	ADI1P2	529.666	0	11.063	41.875	0	109.443
ENSG00000250685	ENSG00000250685	264.279	256	557.376	56.232	201.001	111.289
ENSG00000250686	KHDRBS2-OT1	168.25	0	258.817	169.353	0	13.434
ENSG00000250687	NAIPP1	423.536	0	178.457	165.647	0	163.418
ENSG00000250688	TRAJ55	467.685	0	308.809	277.221	0	570.818
ENSG00000250692	ENSG00000250692	184.047	0	438.655	190.122	0	306.849
ENSG00000250693	RPF2P2	163.144	0	57.548	111.54	0	960.438
ENSG00000250694	ENSG00000250694	26.36	0	84.131	58.407	0	122.235
ENSG00000250696	ENSG00000250696	195.065	0	131.301	361.674	0	231.359
ENSG00000250697	ENSG00000250697	237.155	3	105.294	226.513	7	181.994
ENSG00000250698	ENSG00000250698	116.435	0	256.758	134.217	0	143.355
ENSG00000250699	ENSG00000250699	113.207	0	191.335	131.872	0	195.989
ENSG00000250703	ENSG00000250703	121.339	0	268.413	393.317	0	284.471
ENSG00000250704	ENSG00000250704	89.722	0	7.167	198.215	0	432.982
ENSG00000250705	H3P23	172.33	0	251.399	207.739	0	305.812
ENSG00000250706	ENSG00000250706	283.066	0	81.132	179.915	0	997.032
ENSG00000250708	LINC02269	28.116	0	229.171	14.04	0	47.722
ENSG00000250709	CCDC169-SOHLH2	93.914	0	130.157	125.693	1	183.223
ENSG00000250710	OR7E99P	53.954	0	281.714	104.606	0	474.235
ENSG00000250711	PRELID3BP7	128.877	0	297.284	1.555	0	232.341
